gRNA_id,Gene,classification,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,LFC_avg_ABE_DMSO,LFC_median_ABE_DMSO,base_RPM,base_RAW,ABE_SY-5609_100nM_REP1,ABE_SY-5609_100nM_REP2,ABE_SY-5609_100nM_REP3,LFC_avg_ABE_SY-5609_100nM,LFC_median_ABE_SY-5609_100nM,ABE_SY-5609_10nM_REP1,ABE_SY-5609_10nM_REP2,ABE_SY-5609_10nM_REP3,LFC_avg_ABE_SY-5609_10nM,LFC_median_ABE_SY-5609_10nM,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_ABE_DMSO,FDR_ABE_DMSO,p_ABE_SY-5609_100nM,FDR_ABE_SY-5609_100nM,p_ABE_SY-5609_10nM,FDR_ABE_SY-5609_10nM,p_Plasmid,FDR_Plasmid
gRNA_CDK9_targ_1302,CDK9,targeting,-1.0298951664961453,0.47938978206190014,-0.6369872664586834,-0.39583088363097624,-0.6369872664586834,260.20527356934423,7037.0,0.0673192192060013,-0.2636403924994119,-0.8647053899342475,-0.353675521075886,-0.2636403924994119,0.6725625734914068,-1.0863824707233891,-1.7380557254818039,-0.7172918742379287,-1.0863824707233891,-0.00821998654129596,-0.00821998654129596,-0.00821998654129596,0.1710806496884416,0.9999517546399953,0.46086582626915484,0.9878020829444075,0.2690166477045009,0.9958261627179785,0.16858314168583144,0.5433671508882171
gRNA_CDK9_targ_1303,CDK9,targeting,0.1685304032933287,-0.8475545081775655,-0.2685525991761234,-0.3158589013534534,-0.2685525991761234,827.2327274495395,24737.0,0.20777764784510788,0.16075899636353613,-0.1719440380338621,0.0655308687249273,0.16075899636353613,-0.5218000406753929,0.47063010809275624,-0.11943002984719613,-0.056866654143277594,-0.11943002984719613,-0.6148944550437141,-0.6148944550437141,-0.6148944550437141,0.3034929657556649,0.9999517546399953,0.46473426806183604,0.9999904821558694,0.31153208540977406,0.922112866364411,0.061593840615938394,0.31607365579231544
gRNA_CDK9_targ_1304,CDK9,targeting,0.2834271734301563,1.0567783239066808,1.1466467037466042,0.8289507336944805,1.0567783239066808,128.71589229530088,4089.0,-0.059554381114394234,0.7583220090698075,-2.5373135538385223,-0.6128486419610364,-0.059554381114394234,0.348477755475997,-0.09828163261268352,-5.230924883221783,-1.66024292011949,-0.09828163261268352,0.36432549211623555,0.36432549211623555,0.36432549211623555,0.019831669732976027,0.22239972031064315,0.1815873289860073,0.8775233353768823,0.003159284581518513,0.61606049339611,0.3301669833016698,0.7837877081857031
gRNA_CDK9_targ_1305,CDK9,targeting,0.5920878155157276,0.026924052644218852,-0.19080189217969537,0.1427366586600837,0.026924052644218852,345.8551011612792,10987.0,-1.0786425509548003,-0.9171623877057891,0.0814098142065319,-0.6381317081513526,-0.9171623877057891,-0.4561177740208621,-0.9014087187407271,-0.221980335078658,-0.5265022759467491,-0.4561177740208621,0.5772607478738745,0.5772607478738745,0.5772607478738745,0.3716241051533786,0.833011625427999,0.24462921308799612,0.9075420991272445,0.5499652651120766,0.9999675946877082,0.41585841415858427,0.8613759261403149
gRNA_CDK9_targ_1306,CDK9,targeting,-0.45349782576063097,-0.8953441750970725,-1.1836643156342437,-0.8441687721639823,-0.8953441750970725,407.8364149126726,12785.0,-1.0866224398419406,-0.2467487693168839,-1.9639105741865595,-1.0990939277817946,-1.0866224398419406,-1.9955274582322726,-1.0562336870209192,-0.5307036585942791,-1.1941549346158236,-1.0562336870209192,-0.5628351374897508,-0.5628351374897508,-0.5628351374897508,0.04752112070050843,0.9825571341540713,0.07217402787335658,0.8004675328419103,0.16100562509692526,0.9999675946877082,0.061593840615938394,0.31607365579231544
gRNA_CDK9_targ_1307,CDK9,targeting,-0.04291973053033988,0.5175243641519396,-0.906617093122756,-0.1440041531670521,-0.04291973053033988,349.1913787496824,8433.0,-1.1230983828725938,-0.7480689784149026,0.579081411977562,-0.43069531643664477,-0.7480689784149026,-0.4456817486053134,-0.8067056068464564,-1.57310238227778,-0.9418299125765167,-0.8067056068464564,-0.054107030574321195,-0.054107030574321195,-0.054107030574321195,0.43147674130019253,0.9175177534036099,0.328572022071675,0.9324341166898885,0.2529305881078657,0.9999675946877082,0.16858314168583144,0.5433671508882171
gRNA_CDK9_targ_1308,CDK9,targeting,0.5683142868295638,0.18625079910720185,-0.6200915261920648,0.044824519914900295,0.18625079910720185,496.5001537956629,12819.0,0.35070395603477883,-0.7518522372551923,-0.07631511888550149,-0.15915446670197167,-0.07631511888550149,0.4176762513277201,0.0411379413478467,-0.09410794414446999,0.12156874951036561,0.0411379413478467,-0.6589097027361326,-0.6589097027361326,-0.6589097027361326,0.39672278475256717,0.8513857648052766,0.5803979967201429,0.9999904821558694,0.2208901818544461,0.8233601350556035,0.061593840615938394,0.31607365579231544
gRNA_CDK9_targ_1309,CDK9,targeting,-0.3405820988054691,-1.1438787858952244,-0.5440515335856818,-0.6761708060954584,-0.5440515335856818,932.7728692545584,27893.0,-0.3836224975482031,-0.09396310529755314,-1.1156824585770468,-0.531089353807601,-0.3836224975482031,-0.3871625143338122,-0.28840905105498277,-1.1548403484997853,-0.6101373046295268,-0.3871625143338122,-1.2399341834685667,-1.2399341834685667,-1.2399341834685667,0.08266016449720379,0.9999517546399953,0.3323240672048722,0.9343405802979413,0.4824690213627022,0.9999675946877082,0.006499350064993501,0.08449155084491551
gRNA_CDK9_targ_1310,CDK9,targeting,0.7841918732860823,0.9849235414334016,0.0688413434703955,0.6126522527299598,0.7841918732860823,252.3262172711503,6033.0,0.7185829591781904,0.9702210670854698,0.8242957099648983,0.8376999120761862,0.8242957099648983,0.2533296483925807,2.5013568673887407,0.5588308116101562,1.1045057757971593,0.5588308116101562,0.4304121379165784,0.4304121379165784,0.4304121379165784,0.06878493691401455,0.4229344094037381,0.0474254825054523,0.5284553764893256,0.0039028486928550207,0.1331847116436776,0.3592640735926408,0.8105710090148012
gRNA_CDK9_targ_1311,CDK9,targeting,0.7157201765755608,0.4319035221367527,-0.1485853977882818,0.3330127669746772,0.4319035221367527,273.78210148465934,6546.0,-0.4248435351839593,0.17618677742751518,0.8781133578719924,0.20981886670518277,0.17618677742751518,-1.002662287455919,-0.274788043916645,0.019266208969252116,-0.41939470746777063,-0.274788043916645,0.31799487768184104,0.31799487768184104,0.31799487768184104,0.20773429961053058,0.6841146307452405,0.29455508404422676,0.976051721280041,0.598734164679269,0.9999675946877082,0.3147685231476846,0.7618067980435984
