gRNA_id,Gene,classification,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,base_RPM,base_RAW,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_11,CDK7,targeting,0.6286820086963639,0.32276463441281966,0.8493787988789796,0.6002751473293877,0.6286820086963639,396.7788571948633,11386.0,-2.405925708476717,-1.8871461675146706,-3.0935918088290375,-2.462221228273475,-2.405925708476717,-2.062825808605908,0.25275998824352564,3.351651788276343,0.5138619893046534,0.25275998824352564,0.16823667562777542,0.16823667562777542,0.16823667562777542,0.1812995798742488,0.6764928879919674,0.397859218379927,0.7836414129539474,0.007513209253138838,0.23046136248392163,0.28947105289471053,0.7081146724037274
gRNA_CDK7_targ_12,CDK7,targeting,0.4246561809623653,-0.4442972104692115,0.9575670866081408,0.3126420190337649,0.4246561809623653,338.8308764655989,10093.0,-4.336583108654479,-3.1454967359688655,-1.530063193954622,-3.0040476795259887,-3.1454967359688655,-1.2639577807394713,0.03620816189041515,0.18825265896971205,-0.34649898662644807,0.03620816189041515,0.5580419880194835,0.5580419880194835,0.5580419880194835,0.3039424653444935,0.8300206183306054,0.46552892448084837,0.8263289751838205,0.09900473095775959,0.7734866914124927,0.4611538846115387,0.9037038989510792
gRNA_CDK7_targ_13,CDK7,targeting,-0.33512739366542516,-0.288623504459707,0.29363487248948994,-0.11003867521188075,-0.288623504459707,535.05530435131,14102.0,-3.4945193715890053,-2.2165461907233683,-1.4560733329870967,-2.389046298433157,-2.2165461907233683,-2.8347199491436283,-2.9926383146844406,-1.9654274898324517,-2.5975952512201737,-2.8347199491436283,0.29920184162023117,0.29920184162023117,0.29920184162023117,0.4606344402932927,0.9999999640647834,0.28513532952988285,0.7162807131216317,0.4280664530039252,0.9999939522601892,0.38366163383661633,0.8253713635728626
gRNA_CDK7_targ_14,CDK7,targeting,-0.19457699384397775,1.1078306838817438,-0.42429402421432605,0.16298655527448,-0.19457699384397775,135.9500390274492,5403.0,-5.353864387711863,-1.1808392262528296,-0.5161252680048323,-2.350276293989842,-1.1808392262528296,-1.699900030930276,-2.1024699140320458,-2.1320776763611855,-1.9781492071078357,-2.1024699140320458,0.7301433676609992,0.7301433676609992,0.7301433676609992,0.40224481591416034,0.9202175610618977,0.08675935253646039,0.4794595798067548,0.6477668607794382,0.9999939522601892,0.42245775422457754,0.9037038989510792
gRNA_CDK7_targ_15,CDK7,targeting,-0.44491501198845873,-0.8352718161031608,-0.5049381796927963,-0.595041669261472,-0.5049381796927963,460.9921645422722,17547.0,-3.413852088001303,-2.5062412620806915,-1.9446009151743957,-2.6215647550854637,-2.5062412620806915,0.3472674881460645,-1.881528361042406,-2.4550650962945157,-1.3297753230636191,-1.881528361042406,-0.29306253079990247,-0.29306253079990247,-0.29306253079990247,0.11573098975850199,0.842574142127985,0.4469356276220898,0.8110496181931446,0.3147685904049936,0.9564107800076423,0.07259274072592739,0.2880496834037526
gRNA_CDK7_targ_16,CDK7,targeting,0.24267474157416513,-0.34152729114032504,-0.8472378048992975,-0.31536345148848577,-0.34152729114032504,487.1857589578885,13488.0,-4.970002299054482,-0.40537740015478707,-1.8574700422706387,-2.4109499138266357,-1.8574700422706387,-2.9746941664750643,-0.33394585260950954,-2.645955039008729,-1.9848650193644344,-2.645955039008729,-0.5899314684212531,-0.5899314684212531,-0.5899314684212531,0.24090328664749672,0.9999999640647834,0.13054942802081845,0.570239901594935,0.5214891700223825,0.9999939522601892,0.0242975702429757,0.14973446221969222
gRNA_CDK7_targ_17,CDK7,targeting,0.5366794481685595,-0.127538777876031,-0.9534087466842731,-0.18142269213058151,-0.127538777876031,392.6522966913464,12454.0,-3.7846628637117816,-2.1469271119395517,-3.125698474311466,-3.0190961499876,-3.125698474311466,-1.352951582286417,-1.0803964709500649,-2.766916037250946,-1.7334213634958093,-1.352951582286417,-0.29036988493776655,-0.29036988493776655,-0.29036988493776655,0.2668753703599201,0.9999999640647834,0.5995790246804904,0.8862212979846988,0.4929969763830192,0.9999939522601892,0.07259274072592739,0.2880496834037526
gRNA_CDK7_targ_18,CDK7,targeting,-0.4831262852535295,-0.30396979692741244,-0.1830444119786254,-0.3233801647198558,-0.30396979692741244,910.1527824696476,22769.0,3.9721267523286343,5.268611297712255,7.216263591079856,5.485667213706915,5.268611297712255,6.253566316492045,7.2110261300665925,6.880887549051644,6.781826665203426,6.880887549051644,-1.1344085142155624,-1.1344085142155624,-1.1344085142155624,0.2974351797636506,0.9999999640647834,2.0197567390685268e-07,0.0005513935897657078,4.1025318572854354e-10,3.733303990129746e-07,9.999000099990012e-05,0.0011469441291165016
gRNA_CDK7_targ_19,CDK7,targeting,-0.7978220870552466,0.361576056118688,0.13673708326193984,-0.09983631589153959,0.13673708326193984,804.7456392916812,21210.0,3.5765627771146145,5.651982003110845,4.398285913702965,4.542276897976142,4.398285913702965,5.538634464096668,6.354657498500589,6.285245778707251,6.059512580434837,6.285245778707251,-0.7303508696928696,-0.7303508696928696,-0.7303508696928696,0.3930684327987073,0.9999999640647834,4.197793567795824e-06,0.002719753816533431,4.1025318572854354e-10,3.733303990129746e-07,0.008399160083991601,0.06459072402618893
gRNA_CDK7_targ_20,CDK7,targeting,-0.6730976956428001,-0.5329761855325121,-0.42531758026461564,-0.5437971538133093,-0.5329761855325121,546.0756801492316,13661.0,2.8905102514917425,3.4887691787568227,3.548566043520643,3.309281824589736,3.4887691787568227,5.6822059577855155,5.907613682261375,5.593028653952511,5.7276160979998005,5.6822059577855155,-0.5334884232459048,-0.5334884232459048,-0.5334884232459048,0.1381443935765108,0.8758453531919389,7.422405907162801e-06,0.002719753816533431,4.1025318572854354e-10,3.733303990129746e-07,0.0242975702429757,0.14973446221969222
gRNA_CDK7_targ_21,CDK7,targeting,0.330874906410588,0.26085013969440596,0.2614767642912478,0.2844006034654139,0.2614767642912478,278.189298787676,7332.0,-2.38356688471678,-1.0673876295926925,-1.5165227805243113,-1.6558257649445947,-1.5165227805243113,-0.2689406924553214,-0.7393251969000845,0.949785425385494,-0.019493487989970637,-0.2689406924553214,0.4802400392004694,0.4802400392004694,0.4802400392004694,0.4393908309938608,0.9267607083713434,0.08786996929021205,0.4821832610603979,0.06080542525059464,0.6841599520290894,0.4822517748225178,0.8992809735419902
gRNA_CDK7_targ_22,CDK7,targeting,-0.2073454492199604,-0.6013097174343279,0.9068207122054479,0.03272184851705321,-0.2073454492199604,77.46831623813857,1938.0,-3.31068595140803,1.8797891750492859,0.9287989876499343,-0.16736592956960328,0.9287989876499343,-2.252084941825222,0.45987649714156725,1.382110005010014,-0.13669947989121356,0.45987649714156725,1.4239603057880381,1.4239603057880381,1.4239603057880381,0.44805191489565865,0.976425554850214,0.002964655137508099,0.09514955607874023,0.06557210511528457,0.6992650272059643,0.20437956204379543,0.944088332283522
gRNA_CDK7_targ_23,CDK7,targeting,0.02132069187726282,-0.846108486129828,-0.2764018309007366,-0.3670632083844339,-0.2764018309007366,1563.278162663642,41202.0,-4.261671829662897,-2.126748916548241,-1.979111783278813,-2.7891775098299836,-2.126748916548241,-1.54867059343849,-0.9092294731517527,-1.115182307424386,-1.191027458004876,-1.115182307424386,-1.0315592866593224,-1.0315592866593224,-1.0315592866593224,0.23409597210628075,0.9999999640647834,0.4489838619848767,0.8138950486180035,0.3272688080703698,0.9593931519892555,9.999000099990012e-05,0.0011469441291165016
