unique_id,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_CDK19_targ_6273_3799,6751,0,6751,3073,3667,11,3013,3585,3667,153,1,141,11,53.1032439638572,54.31787883276552,44.63042512220412,2.266330913938676,0.014812620352540364,2.088579469708191,0.162938823877944
gRNA_CDK19_targ_6274_3800,40327,1118,39209,22226,16831,152,50,1177,16831,37982,15,37592,375,3.0018618174398735,42.926368945905274,0.12752174245708894,96.87061644010303,0.03825652273712668,95.87594684893774,0.956413068428167
gRNA_CDK19_targ_6275_3801,9778,0,9778,5937,3152,689,86,0,3152,9692,3,8994,695,0.0,32.23563100838617,0.8795254653303334,99.12047453466967,0.03068112088361628,91.9820004090816,7.107793004704438
gRNA_CDK19_targ_6275_3802,9778,0,9778,464,8643,671,86,5321,8643,4371,8,3688,675,54.41808140724075,88.39230926569851,0.8795254653303334,44.70239312742893,0.08181632235631009,37.71732460625895,6.903252198813663
gRNA_CDK19_targ_6275_3803,9778,0,9778,1132,3172,5474,86,1464,3172,8228,662,2083,5483,14.972386991204745,32.440171814276944,0.8795254653303334,84.14808754346492,6.77030067498466,21.30292493352424,56.07486193495602
gRNA_CDK19_targ_6276_3804,12493,324,12169,992,11161,16,535,1871,11161,9763,351,9386,26,15.375133536034186,91.71665707946421,4.396417125482785,80.22844933848303,2.8843783384008543,77.13041334538582,0.2136576546963596
gRNA_CDK19_targ_6279_3805,6004,5,5999,28,5911,60,2,256,5911,5741,20,5643,78,4.267377896316052,98.53308884814136,0.03333888981496916,95.69928321386898,0.3333888981496916,94.06567761293549,1.3002167027837974
gRNA_CDK19_targ_6279_3806,6004,5,5999,266,5284,449,2,1,5284,5996,18,5510,468,0.01666944490748458,88.08134689114853,0.03333888981496916,99.94999166527755,0.30005000833472245,91.84864144024004,7.801300216702783
gRNA_CDK19_targ_6279_3807,6004,5,5999,4,5693,302,2,5059,5693,938,21,612,305,84.33072178696449,94.89914985830971,0.03333888981496916,15.635939323220537,0.3500583430571762,10.201700283380562,5.084180696782798
gRNA_CDK19_targ_6280_3808,7501,2,7499,29,7458,12,0,0,7458,7499,6,7454,39,0.0,99.45326043472463,0.0,100.0,0.08001066808907854,99.3999199893319,0.5200693425790106
gRNA_CDK19_targ_6280_3809,7501,2,7499,20,3926,3553,0,11,3926,7488,3,3905,3580,0.14668622482997734,52.353647152953734,0.0,99.85331377517002,0.04000533404453927,52.073609814641955,47.73969862648353
gRNA_CDK19_targ_6280_3810,7501,2,7499,18,7466,15,0,3805,7466,3694,8,3649,37,50.74009867982397,99.55994132551007,0.0,49.25990132017603,0.10668089078543806,48.65982130950793,0.49339911988265106
gRNA_CDK19_targ_6284_3811,28551,4,28547,531,23483,4533,276,14589,23483,13682,47,9056,4579,51.10519494167514,82.26083301222545,0.9668266367744421,47.92797842155043,0.16464076785651732,31.723123270396187,16.04021438329772
gRNA_CDK19_targ_6286_3812,3718,0,3718,1568,1466,684,550,277,1466,2891,1,2206,684,7.45024206562668,39.429800968262505,14.792899408284024,77.7568585260893,0.026896180742334585,59.332974717590105,18.396987627756857
gRNA_CDK19_targ_6287_3813,10115,1,10114,1250,8758,106,85,2115,8758,7914,790,7007,117,20.911607672533123,86.59284160569509,0.8404192208819458,78.24797310658494,7.81095511172632,69.280205655527,1.1568123393316194
gRNA_CDK19_targ_6288_3814,9431,0,9431,8449,840,142,1953,373,840,7105,13,6948,144,3.95504188315131,8.90679673417453,20.708302406955784,75.33665570989291,0.1378432827907963,73.6719329869579,1.5268794401442052
gRNA_CDK19_targ_6289_3815,17711,0,17711,3597,9667,4447,359,2174,9667,15178,3,10717,4458,12.274857433233583,54.58189825532155,2.026988876969115,85.6981536897973,0.016938625712833832,60.5104172548134,25.170797809271072
gRNA_CDK19_targ_6291_3816,21580,10,21570,819,20327,424,776,2,20327,20792,5,20358,429,0.00927213722763097,94.23736671302734,3.597589244320816,96.39313861845156,0.02318034306907742,94.38108484005564,1.988873435326843
gRNA_CDK19_targ_6291_3817,21580,10,21570,820,17352,3398,776,0,17352,20794,5,17387,3402,0.0,80.44506258692628,3.597589244320816,96.40241075567918,0.02318034306907742,80.60732498840983,15.771905424200277
gRNA_CDK19_targ_6291_3818,21580,10,21570,8099,10762,2709,776,0,10762,20794,0,18082,2712,0.0,49.893370421882246,3.597589244320816,96.40241075567918,0.0,83.82939267501159,12.573018080667595
gRNA_CDK19_targ_6291_3819,21580,10,21570,820,20368,382,776,4186,20368,16608,8,16216,384,19.406583217431617,94.4274455261938,3.597589244320816,76.99582753824757,0.03708854891052388,75.17848864163189,1.7802503477051461
gRNA_CDK19_targ_6291_3820,21580,10,21570,827,13091,7652,776,0,13091,20794,8,13132,7654,0.0,60.69077422345851,3.597589244320816,96.40241075567918,0.03708854891052388,60.88085303662494,35.48446917014372
gRNA_CDK19_targ_6291_3821,21580,10,21570,3805,13084,4681,776,2,13084,20792,4,16106,4682,0.00927213722763097,60.6583217431618,3.597589244320816,96.39313861845156,0.01854427445526194,74.6685210941122,21.7060732498841
gRNA_CDK19_targ_6291_3822,21580,10,21570,824,17381,3365,776,10398,17381,10396,4,7025,3367,48.205841446453405,80.57950857672694,3.597589244320816,48.19656930922578,0.01854427445526194,32.568382012053775,15.609643022716735
gRNA_CDK19_targ_6292_3823,6339,2,6337,48,5030,1259,36,115,5030,6186,2,4923,1261,1.8147388354110778,79.37509862711062,0.5680921571721634,97.61716900741676,0.031560675398453523,77.68660249329335,19.899005838724946
gRNA_CDK19_targ_6292_3824,6339,2,6337,1104,3913,1320,36,1,3913,6300,836,4035,1429,0.015780337699226762,61.74846141707433,0.5680921571721634,99.41612750512861,13.192362316553574,63.673662616379985,22.550102572195044
gRNA_CDK19_targ_6292_3825,6339,2,6337,3183,3113,41,36,0,3113,6301,836,5315,150,0.0,49.124191257692914,0.5680921571721634,99.43190784282784,13.192362316553574,83.87249487139024,2.3670506548840144
gRNA_CDK19_targ_6292_3826,6339,2,6337,1016,5203,118,36,781,5203,5520,862,4429,229,12.324443743096102,82.10509704907685,0.5680921571721634,87.10746409973173,13.60265109673347,69.89111566987533,3.613697333122929
