unique_id,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_CDK19_targ_6273_3799,9491,0,9491,2439,7039,13,2253,6555,7039,683,10,659,14,69.06543040775472,74.16499841955537,23.73827836898114,7.196291223264145,0.10536297545042672,6.9434200821831205,0.1475081656305974
gRNA_CDK19_targ_6274_3800,7634,6,7628,2201,5207,220,215,33,5207,7380,27,7124,229,0.4326166754063975,68.26166754063975,2.8185631882538016,96.7488201363398,0.35395909805977976,93.39276350288411,3.00209753539591
gRNA_CDK19_targ_6275_3801,48948,0,48948,17763,29137,2048,1894,86,29137,46968,420,44412,2136,0.17569665767753534,59.52643621802729,3.869412437688976,95.95489090463349,0.8580534444716842,90.73302279970581,4.3638146604559935
gRNA_CDK19_targ_6275_3802,48948,0,48948,2639,43699,2610,1894,12875,43699,34179,410,31098,2671,26.303424041840316,89.27637492849556,3.869412437688976,69.8271635204707,0.8376236005556918,63.532728609953416,5.4568113099615925
gRNA_CDK19_targ_6275_3803,48948,0,48948,4683,30622,13643,1894,26151,30622,20903,430,6770,13703,53.426084824711936,62.56026803955218,3.869412437688976,42.704502737599086,0.8784832883876768,13.83100433112691,27.9950151180845
gRNA_CDK19_targ_6276_3804,21600,119,21481,3994,16989,498,77,743,16989,20661,186,19065,1410,3.4588706298589447,79.08849681113543,0.358456310227643,96.18267305991341,0.865881476653787,88.75285135701317,6.563940226246451
gRNA_CDK19_targ_6279_3805,6473,55,6418,358,4782,1278,25,0,4782,6393,387,4554,1452,0.0,74.50919289498286,0.38952944842630105,99.6104705515737,6.02991586163914,70.95668432533499,22.62387036459956
gRNA_CDK19_targ_6279_3806,6473,56,6417,205,4846,1366,25,0,4846,6392,85,4629,1678,0.0,75.5181549010441,0.38959015116097867,99.61040984883903,1.3246065139473275,72.1365123889668,26.149290945924886
gRNA_CDK19_targ_6279_3807,6473,55,6418,204,5221,993,25,2364,5221,4029,85,2631,1313,36.833904643191026,81.3493300093487,0.38952944842630105,62.77656590838268,1.3244001246494235,40.994079152383925,20.458086631349328
gRNA_CDK19_targ_6280_3808,2250,7,2243,69,2091,83,0,0,2091,2243,1,1818,424,0.0,93.22336156932678,0.0,100.0,0.04458314757021846,81.05216228265716,18.903254569772628
gRNA_CDK19_targ_6280_3809,2250,7,2243,2,2076,165,0,0,2076,2243,9,1727,507,0.0,92.55461435577351,0.0,100.0,0.4012483281319661,76.99509585376728,22.60365581810076
gRNA_CDK19_targ_6280_3810,2250,7,2243,1,2119,123,0,1574,2119,669,176,196,297,70.17387427552386,94.47168970129292,0.0,29.82612572447615,7.846633972358448,8.738296923762817,13.241194828354882
gRNA_CDK19_targ_6284_3811,37261,222,37039,2892,30672,3475,2203,13457,30672,21379,2725,14670,3984,36.33197440535652,82.81001106941332,5.947784767407327,57.72024082723616,7.357110073166122,39.60690083425579,10.75622991981425
gRNA_CDK19_targ_6286_3812,12019,0,12019,409,11468,142,334,737,11468,10948,186,10566,196,6.131957733588485,95.415591979366,2.778933355520426,91.0891089108911,1.5475497129544886,87.91080788751144,1.6307513104251603
gRNA_CDK19_targ_6287_3813,5245,454,4791,526,2604,1661,86,7,2604,4698,89,2561,2048,0.1461072844917554,54.351909830932996,1.7950323523272804,98.05886036318097,1.857649759966604,53.45439365476936,42.746816948445
