gRNA_id,Gene,classification,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,base_RPM,base_RAW,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_1,CDK7,targeting,0.07242213893227323,0.3004838300516619,0.01795623611329431,0.1302874016990765,0.07242213893227323,641.9177852925299,17825.0,-4.131344499388303,-2.6833801936555113,-2.689255565243078,-3.167993419428964,-2.689255565243078,-1.4142183957813301,-2.9344057022407717,-1.2466065194388958,-1.865076872486999,-1.4142183957813301,-0.4038230572120571,-0.4038230572120571,-0.4038230572120571,0.4581492730562602,0.8683078870805355,0.5500697895357161,0.9240577756241328,0.4405184022836057,0.9434686894276131,0.0640935906409359,0.30272578278504325
gRNA_CDK7_targ_2,CDK7,targeting,-0.4198990470794077,-0.666847564056863,-0.28616789927227076,-0.45763817013618047,-0.4198990470794077,463.9592849013186,11202.0,-3.8395192668775406,-3.407422907806672,-4.809929300877596,-4.018957158520603,-3.8395192668775406,-3.6599392108623103,-1.7407043440729684,-5.148782959960081,-3.5164755049651197,-3.6599392108623103,-0.07403709100789793,-0.07403709100789793,-0.07403709100789793,0.264831992937147,0.9999998529420563,0.31128238995897,0.9240577756241328,0.1689413488739741,0.7414949878230697,0.2307769223077692,0.6723810009607363
gRNA_CDK7_targ_3,CDK7,targeting,1.4151552679679589,0.03405993037998927,-0.440878357047727,0.3361122804334071,0.03405993037998927,226.5594854419691,5757.0,-1.0828989270186131,0.17294041919577235,-0.5389902698256294,-0.4829829258828234,-0.5389902698256294,-1.3987553791932836,-0.9891302985405416,-5.568725320791066,-2.6522036661749637,-1.3987553791932836,0.02547895982884977,0.02547895982884977,0.02547895982884977,0.2643241850620011,0.6988527943524888,0.018382296374548364,0.9438011469493578,0.2835329060878453,0.8658219615434203,0.2917708229177083,0.726102412548171
gRNA_CDK7_targ_4,CDK7,targeting,0.6786757067068973,1.1977314123990537,-0.08002985175052713,0.5987924224518079,0.6786757067068973,389.57679784023657,13601.0,-6.708637020729939,-1.8823499760414375,-3.1934835575568514,-3.928156851442743,-3.1934835575568514,0.7903150295967118,1.877870351812901,-1.6317569039523616,0.345476159152417,0.7903150295967118,-0.08086422964714857,-0.08086422964714857,-0.08086422964714857,0.10927970329188004,0.4865112897840186,0.09566972562106481,0.8644307948665075,0.01841780136302447,0.4874232784932281,0.2307769223077692,0.6723810009607363
gRNA_CDK7_targ_5,CDK7,targeting,1.0958116928870298,0.691295062057771,0.9779843638723739,0.9216970396057249,0.9779843638723739,146.51397677617695,3723.0,-3.0774281329294126,-2.8996656307080624,-2.174613007890697,-2.717235590509391,-2.8996656307080624,-0.5959408592425571,2.360271416372086,-1.4905578181829675,0.0912575796488538,-0.5959408592425571,0.08518506589809148,0.08518506589809148,0.08518506589809148,0.03194393017039878,0.2897240178245471,0.5897647995018378,0.9253139590893262,0.020117280940361023,0.4874232784932281,0.32406759324067597,0.7713204268064912
gRNA_CDK7_targ_6,CDK7,targeting,0.23334461551040775,-0.5911384393381581,0.011744797146137298,-0.1153496755605377,0.011744797146137298,755.2769922880442,19192.0,-2.90390023187865,-2.2594488367110985,-1.918410261378598,-2.3605864433227826,-2.2594488367110985,0.2650580775875425,-3.472652963621859,-3.241540200881343,-2.1497116956385534,-3.241540200881343,-1.3148480557438553,-1.3148480557438553,-1.3148480557438553,0.5265518221355272,0.9779176817906162,0.4620656798779229,0.9253139590893262,0.3684012169122063,0.9178302514711888,9.999000099990012e-05,0.0015081364791697644
gRNA_CDK7_targ_7,CDK7,targeting,-0.054634103148429924,0.5329783060092195,0.9547738116442868,0.47770600483502546,0.5329783060092195,299.5606745152456,11208.0,-3.5970814041560284,-4.20241140707497,-1.9386288062332224,-3.24604053915474,-3.5970814041560284,-2.2073494838969085,-0.864915285826334,-5.548784809328514,-2.873683193017252,-2.2073494838969085,0.5054226167882151,0.5054226167882151,0.5054226167882151,0.1561464986887363,0.5638623563759922,0.49936630302110807,0.9240577756241328,0.23627265586024696,0.8292030115714742,0.4065593440655936,0.9805445951627961
gRNA_CDK7_targ_8,CDK7,targeting,0.15674883789353536,-0.7309248777620562,-0.16000181261777657,-0.2447259508287658,-0.16000181261777657,479.8853120694961,14071.0,-4.736694182481863,-4.622746372635845,-2.1875106050148587,-3.8489837200441888,-4.622746372635845,-3.5562281154887296,-0.9529229108950141,-5.807065330282113,-3.438738785555286,-3.5562281154887296,0.13722888033765168,0.13722888033765168,0.13722888033765168,0.41794502209469875,0.9999998529420563,0.29992372547443324,0.9240577756241328,0.11686609545403251,0.6690188666571096,0.35306469353064707,0.799889305675242
gRNA_CDK7_targ_9,CDK7,targeting,-0.20024438736108952,1.1499066046137414,0.6081456689066441,0.5192692953864321,0.6081456689066441,224.63115214569385,7740.0,-6.28527873913844,-2.603873437633447,-4.3871972559738746,-4.425449810915254,-4.3871972559738746,-3.5987864008013224,-1.9339775900536431,-3.042736296403093,-2.8585000957526865,-3.042736296403093,0.4471749176009377,0.4471749176009377,0.4471749176009377,0.14178446309163278,0.5413588590771433,0.1035777641142334,0.8892053334335132,0.3655521922307109,0.9287337262673289,0.4367563243675633,0.9783258315389836
gRNA_CDK7_targ_10,CDK7,targeting,1.2330947066654714,1.6787609589055559,0.9616730930186554,1.2911762528632276,1.2330947066654714,99.94052441232652,2413.0,-2.50711442730871,-0.611555666334424,0.6324350566808982,-0.8287450123207453,-0.611555666334424,-4.9457313630424995,-4.290025461242709,0.030393344633784913,-3.068454493217141,-4.290025461242709,1.2873432789364048,1.2873432789364048,1.2873432789364048,0.015092800872493829,0.2301862926363584,0.0372749230337117,0.9867192944838676,0.22018459843355373,0.8025419942905229,0.13458654134586553,0.818310151167512
