gRNA_id,Gene,classification,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,LFC_avg_KB_2000,LFC_median_KB_2000,base_RPM,base_RAW,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3,LFC_avg_KB_4000,LFC_median_KB_4000,T0_REP1,T0_REP2,T0_REP3,LFC_avg_T0,LFC_median_T0,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_KB_2000,FDR_KB_2000,p_KB_4000,FDR_KB_4000,p_T0,FDR_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_1,CDK7,targeting,0.49179997360280664,0.6072957557559454,0.08370616299174176,0.3942672974501646,0.49179997360280664,733.4914425021168,23830.0,0.6439100742840255,0.6965519677180845,-0.3673200939105312,0.3243806493638595,0.6439100742840255,-0.27931984569626545,-0.47054941069777906,-0.3855625145166365,-0.37847725697022705,-0.3855625145166365,-0.5959344782340777,-0.5959344782340777,-0.5959344782340777,0.2659526968687331,0.9999751007756323,0.2203548979037548,0.999957818712331,0.13439811931674459,0.583317751565521,0.021297870212978697,0.13366249581938355
gRNA_CDK7_targ_2,CDK7,targeting,0.34502405068833,0.11490855296444887,-0.6639468961483977,-0.0680047641652063,0.11490855296444887,310.20887752443195,9464.0,-0.647194265764525,0.9638179200164076,0.5748495758551259,0.29715774336900286,0.5748495758551259,0.22205937886705895,0.5685788708429299,0.11751667968101774,0.3027183097970022,0.22205937886705895,0.5051840831021384,0.5051840831021384,0.5051840831021384,0.5187041286711662,0.9931297573119292,0.1975050736258777,0.999957818712331,0.28583335967970774,0.8399624025033392,0.47665233476652347,0.8490862143732152
gRNA_CDK7_targ_3,CDK7,targeting,0.3325195386973926,-0.19915040148191174,-3.6363021948594354,-1.167644352547985,-0.19915040148191174,509.3526049100232,14839.0,0.1849378966491759,-1.8209145559439306,-1.3130843974769228,-0.9830203522572258,-1.3130843974769228,-0.36161407366747644,0.2387616261567913,-1.2644226850378848,-0.4624250441828566,-0.36161407366747644,-1.1397716723170557,-1.1397716723170557,-1.1397716723170557,0.1538787159983776,0.7959204778781934,0.29377564121221383,0.9092230212424434,0.04093661384527122,0.3470712912968647,9.999000099990012e-05,0.002873396870839235
gRNA_CDK7_targ_4,CDK7,targeting,1.2721048114459892,1.028636099753836,-0.8389828287394381,0.48725269415346234,1.028636099753836,579.2664898819897,25566.0,-0.6275439654422518,1.28105344467968,-0.4124473574163851,0.08035404060701436,-0.4124473574163851,-0.5088206231566159,-0.15355007271691967,-0.1675155908435547,-0.2766287622390301,-0.1675155908435547,-0.6519735973070071,-0.6519735973070071,-0.6519735973070071,0.15054840512496123,0.9952033971574125,0.27738230355186316,0.9973063561297775,0.22845922761110224,0.7460450853807524,0.013898610138986101,0.11463204132758929
gRNA_CDK7_targ_5,CDK7,targeting,-0.22429956458699787,-0.9005730414496952,-0.4278506506985521,-0.5175744189117485,-0.4278506506985521,328.88438572681287,9334.0,-1.7009588890814513,-0.6492856306577559,-1.3228921260779476,-1.2243788819390515,-1.3228921260779476,-0.6263346931476641,0.5966046928195918,-0.12108454576159883,-0.0502715153632237,-0.12108454576159883,-1.0759237725554673,-1.0759237725554673,-1.0759237725554673,0.44259440349149004,0.9314666621033699,0.22838554344037762,0.9092230212424434,0.34578729846088285,0.9028099443531237,0.007299270072992699,0.07091461672338102
gRNA_CDK7_targ_6,CDK7,targeting,-0.1628209343310125,0.5281115961637097,-0.7112946877172475,-0.11533467529485009,-0.1628209343310125,694.0572435179059,20980.0,-1.447281215443142,-0.9306692388921941,1.2411482338987578,-0.3789340734788595,-0.9306692388921941,0.17175338443578816,-0.16815862259204567,0.035863363082484355,0.013152708308742283,0.035863363082484355,-1.1930651265041363,-1.1930651265041363,-1.1930651265041363,0.54107827504622,0.9838111304058519,0.40196511803334484,0.9547629011100182,0.6288850924419824,0.9999994485192626,9.999000099990012e-05,0.002873396870839235
gRNA_CDK7_targ_7,CDK7,targeting,0.759805989772707,0.08217012948156793,-0.41066743101310627,0.14376956274705624,0.08217012948156793,454.0917088182086,11688.0,1.2259471919473501,-1.340767667458697,-0.17384608014277966,-0.0962221852180422,-0.17384608014277966,0.44402437162759867,-0.9874705154650507,-0.4306861369364473,-0.32471076025796647,-0.4306861369364473,-0.09307842694365602,-0.09307842694365602,-0.09307842694365602,0.3718243815092503,0.9952033971574125,0.3169907531424155,0.9599299095756472,0.10774641627710348,0.5290426554613175,0.18618138186181382,0.5384270894944404
gRNA_CDK7_targ_8,CDK7,targeting,-0.5660724141598692,-0.03420908255783103,-0.4170092850838274,-0.33909692726717583,-0.4170092850838274,374.899969309191,11449.0,-0.8767809685137646,0.7911745402025654,-0.7631486816272858,-0.282918369979495,-0.7631486816272858,0.3387195281990922,0.10476316923649556,0.45959623031399754,0.3010263092498618,0.3387195281990922,0.4925729446479509,0.4925729446479509,0.4925729446479509,0.5623553089633824,0.9636554640417528,0.485161830056169,0.9599299095756472,0.29836187288284605,0.8594375828629003,0.485051494850515,0.8490862143732152
gRNA_CDK7_targ_9,CDK7,targeting,0.23437822093470498,-0.5750692395888164,0.4431981117420255,0.034169031029304686,0.23437822093470498,332.5326245384408,14953.0,0.595166112662215,0.4213612573972877,0.5476366927849748,0.5213880209481592,0.5476366927849748,-0.5808783397335675,-0.8155038441853111,-0.5054168335416571,-0.6339330058201785,-0.5808783397335675,-0.11668669850671277,-0.11668669850671277,-0.11668669850671277,0.4573915393538974,0.9952033971574125,0.1609721121315381,0.999957818712331,0.03710529701256715,0.33653641476514395,0.1762823717628237,0.5384270894944404
gRNA_CDK7_targ_10,CDK7,targeting,-0.6871447283506903,0.19221688914510318,-0.5417315408568555,-0.3455531266874809,-0.5417315408568555,110.90493068699271,3231.0,-0.6088110674957886,-0.9292564609785764,-0.2889640615045288,-0.6090105299929646,-0.6088110674957886,0.47389001998426894,0.3891021548758198,1.3033892836156185,0.7221271528252357,0.47389001998426894,1.138575161015327,1.138575161015327,1.138575161015327,0.5460522883152641,0.9636554640417528,0.5305532481895239,0.9579020474038186,0.04548153123462373,0.3201003726310088,0.17178282171782816,0.9481928519476812
