gRNA_id,Gene,classification,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,base_RPM,base_RAW,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_CBE_T0,FDR_CBE_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_11,CDK7,targeting,-3.4104096926701946,-2.239296252165136,-1.7424173010318622,-2.464041081955731,-2.239296252165136,424.84198609917024,13589.0,-1.7614345634803494,-0.1653148029074056,-0.4455874510399068,-0.7907789391425539,-0.4455874510399068,-0.1361476245313176,-0.6546686252457188,0.9286593796077794,0.04594770994358103,-0.1361476245313176,-0.16398441934037222,-0.16398441934037222,-0.16398441934037222,0.467975071847587,0.8839687054329005,0.09242685624033918,0.7697309759810239,0.4878265776375089,0.8743318715015259,0.0903909609039096,0.2983885408315275
gRNA_CDK7_targ_12,CDK7,targeting,-5.160984550977628,-5.749540669644955,-0.7638023263756221,-3.891442515666068,-5.160984550977628,413.5379864690371,10975.0,-1.4973917420513418,-5.645767739096948,2.26111705999602,-1.6273474737174232,-1.4973917420513418,0.5208257272734838,0.5992113687953965,0.45046237452505805,0.5234998235313127,0.5208257272734838,0.08406285571024369,0.08406285571024369,0.08406285571024369,0.14700906586991738,0.6665655614385433,0.0935803513256321,0.7697309759810239,0.23678963210348,0.999995386924016,0.1798820117988201,0.39957517673781845
gRNA_CDK7_targ_13,CDK7,targeting,-3.330156347259738,-2.081176038044623,-1.7749286300361002,-2.3954203384468205,-2.081176038044623,511.091503277086,15807.0,-2.3799183730540086,-2.9404889155850777,-6.058116101277232,-3.7928411299721057,-2.9404889155850777,0.027224597013293883,0.6740223820404605,0.0309041457406293,0.2440503749314612,0.0309041457406293,0.2780471489626894,0.2780471489626894,0.2780471489626894,0.4435045511236969,0.8897526976069224,0.06411956134897663,0.4034413736307333,0.4588443663334073,0.948612445931033,0.3227677232276773,0.5655686036017709
gRNA_CDK7_targ_14,CDK7,targeting,-5.372973622220966,-2.394425325164013,-3.1223782452940454,-3.6299257308930084,-3.1223782452940454,136.3180997145559,3673.0,0.21140580623032143,-2.071404912176327,-5.281851273734851,-2.3806167932269524,-2.071404912176327,1.306145706376985,0.519370642908375,-0.2353511173549059,0.5300550773101514,0.519370642908375,1.000513651457208,1.000513651457208,1.000513651457208,0.30759320682025887,0.7912490853632177,0.3274539199529471,0.8302709480191527,0.13490120087684715,0.9829407070196285,0.1698830116988302,0.942996609429966
gRNA_CDK7_targ_15,CDK7,targeting,-3.2166612100125715,-5.485229130384492,-1.489475248831442,-3.3971218630761686,-3.2166612100125715,390.2279164116516,11025.0,-1.6500961740996145,-6.442557149527808,-2.963757882876567,-3.6854704021679967,-2.963757882876567,0.2479396714176353,-0.5875201372003401,0.13040249110265043,-0.06972599156001814,0.13040249110265043,-0.032368393837870636,-0.032368393837870636,-0.032368393837870636,0.3139460231482318,0.794882071771762,0.039637701045059676,0.325936517629557,0.5390856887916635,0.8780312111715511,0.1444855514448555,0.36726774249949307
gRNA_CDK7_targ_16,CDK7,targeting,-4.470086153848467,-2.7352934486686014,-0.7523325705310092,-2.652570724349359,-2.7352934486686014,339.70039931590804,9153.0,-2.9041439662013895,-2.8946683115905545,2.175445390147534,-1.2077889625481366,-2.8946683115905545,0.11341128159639194,-1.1769870708693326,-0.038212668036506595,-0.3672628191031491,-0.038212668036506595,-0.24557864555414416,-0.24557864555414416,-0.24557864555414416,0.33496282278841294,0.8496786234251253,0.11657493845203931,0.7838659654533678,0.3103879401876402,0.8116398006908293,0.0681931806819318,0.2622075820586955
gRNA_CDK7_targ_17,CDK7,targeting,-3.6686563184937917,-4.34427530224274,-1.2135889749235729,-3.0755068652200346,-3.6686563184937917,288.1012705733264,7646.0,-2.9312538443322476,-2.6341162990729754,-6.02711468669296,-3.8641616100327276,-2.9312538443322476,-0.9260074330840565,0.2005469061535356,-0.5265819520973458,-0.4173474930092889,-0.5265819520973458,-0.00100492093536477,-0.00100492093536477,-0.00100492093536477,0.515033821135052,0.8331011990663636,0.059066607691999215,0.38635505580625956,0.2802138467653882,0.7902725223858571,0.15128487151284867,0.3723215200143764
gRNA_CDK7_targ_18,CDK7,targeting,5.1602188607483415,6.471093269164389,6.227217366924938,5.952843165612556,6.227217366924938,665.9188388128526,21116.0,7.856714070079556,8.4601083640314,8.074919345310937,8.13058059314063,8.074919345310937,-1.1507997450308234,-0.31787048200973067,0.35155593761147863,-0.3723714298096918,-0.31787048200973067,-0.718184512201434,-0.718184512201434,-0.718184512201434,4.1025318572854354e-10,5.59995598519462e-07,4.1025318572854354e-10,3.733303990129746e-07,0.3204462447760574,0.8147942587172216,0.007399260073992597,0.06644730263815721
gRNA_CDK7_targ_19,CDK7,targeting,9.146134033189725,6.400487555922793,5.218801745556249,6.921807778222923,6.400487555922793,628.1632594464982,16671.0,6.760405019094142,7.249128394778927,7.582035914617318,7.197189776163462,7.249128394778927,-0.26795983972064247,0.16430499008268085,0.3653127954504,0.0872193152708128,0.16430499008268085,-0.6977790844649061,-0.6977790844649061,-0.6977790844649061,4.1025318572854354e-10,5.59995598519462e-07,4.1025318572854354e-10,3.733303990129746e-07,0.6008197519863867,0.9188789385491564,0.007399260073992597,0.06644730263815721
gRNA_CDK7_targ_20,CDK7,targeting,4.225021325086539,4.740227948980932,5.280484758816741,4.7485780109614035,4.740227948980932,449.704986180581,12117.0,8.217667921674629,7.240519866422389,6.9775142665988374,7.478567351565285,7.240519866422389,-0.17869995279016723,-0.43073894345751285,0.0014072963327120768,-0.202677199971656,-0.17869995279016723,-0.21694879172543555,-0.21694879172543555,-0.21694879172543555,8.379892602171104e-09,7.625702267975705e-06,4.1025318572854354e-10,3.733303990129746e-07,0.4233185216916713,0.8427605207242139,0.07659234076592339,0.276949788464862
gRNA_CDK7_targ_21,CDK7,targeting,-2.109615698331893,-1.9716571871223894,-1.084559459975401,-1.7219441151432278,-1.9716571871223894,357.32933951858,11243.0,0.7215882341836017,3.7676808667706854,0.5814917244875143,1.6902536084806004,0.7215882341836017,0.403578391878071,0.15623200149519356,0.9923764055096735,0.517395599627646,0.403578391878071,0.006307744508919681,0.006307744508919681,0.006307744508919681,0.21962789198966823,0.9557619666264687,0.0008550351675176689,0.12285505301701241,0.23521152045128868,0.999995386924016,0.15128487151284867,0.3723215200143764
gRNA_CDK7_targ_22,CDK7,targeting,-4.729945900912947,-2.9677693406045726,-1.7437170304316563,-3.147144090649725,-2.9677693406045726,172.5175327191155,5936.0,-2.119592792818756,-2.451327891741747,-1.3316834062768779,-1.9675346969457939,-2.119592792818756,0.6511825013038807,-0.582812953563895,-1.1991734852640075,-0.37693464584134057,-0.582812953563895,0.41117104249108904,0.41117104249108904,0.41117104249108904,0.4979214584243087,0.8283743180924611,0.5312653451342939,0.9907729057523609,0.29871453159694705,0.8018590671186484,0.48995100489951005,0.791760505586735
gRNA_CDK7_targ_23,CDK7,targeting,-3.145002995416144,-2.300689523584239,-1.8788297498216366,-2.4415074229406732,-2.300689523584239,615.0005912852431,18270.0,-1.0189163806543577,-2.9997715490004033,-0.1462379438189918,-1.388308624491251,-1.0189163806543577,0.300330629096033,0.05744944582088347,0.403122930938975,0.25363433528529716,0.300330629096033,-0.09578043307230334,-0.09578043307230334,-0.09578043307230334,0.46881508576936404,0.8895525242233137,0.18939021651727964,0.8862016652091037,0.485665391740702,0.9666204797066278,0.13668633136686337,0.36726774249949307
gRNA_CDK7_targ_24,CDK7,targeting,-3.3380107312292107,-1.8041341840918719,-1.7792889699573344,-2.307144628426139,-1.8041341840918719,411.0887865491749,10910.0,-0.32988300938573867,-1.2698611331150493,-2.5496195654652762,-1.383121235988688,-1.2698611331150493,-0.03782721127542331,0.7194108786942387,0.8673151954505053,0.5162996209564402,0.7194108786942387,0.09400381752886147,0.09400381752886147,0.09400381752886147,0.41175721929728126,0.8940943645373078,0.2054858366583496,0.9050013221760168,0.23111213579734424,0.9953419781246121,0.1798820117988201,0.39957517673781845
