gRNA_id,Gene,classification,ABE_BSJ-4-116_REP1,ABE_BSJ-4-116_REP2,ABE_BSJ-4-116_REP3,LFC_avg_ABE_BSJ-4-116,LFC_median_ABE_BSJ-4-116,base_RPM,base_RAW,ABE_CDK12-IN-2_REP1,ABE_CDK12-IN-2_REP2,ABE_CDK12-IN-2_REP3,LFC_avg_ABE_CDK12-IN-2,LFC_median_ABE_CDK12-IN-2,ABE_HQ461_REP1,ABE_HQ461_REP2,ABE_HQ461_REP3,LFC_avg_ABE_HQ461,LFC_median_ABE_HQ461,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,LFC_avg_ABE_T0,LFC_median_ABE_T0,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_ABE_BSJ-4-116,FDR_ABE_BSJ-4-116,p_ABE_CDK12-IN-2,FDR_ABE_CDK12-IN-2,p_ABE_HQ461,FDR_ABE_HQ461,p_ABE_T0,FDR_ABE_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK12_targ_1740,CDK12,targeting,-0.31377491744372565,-0.4981944807519246,-1.4484967241258024,-0.7534887074404842,-0.4981944807519246,109.3257806970882,2137.0,-0.6996923689294914,-1.023987083639601,0.1596421347445413,-0.5213457726081837,-0.6996923689294914,-1.2131576424993722,-0.9797066064345633,-0.529406370790058,-0.9074235399079978,-0.9797066064345633,0.6102836413199009,0.37240925070006897,1.036281152390645,0.6729913481368716,0.6102836413199009,1.5751806453733133,1.5751806453733133,1.5751806453733133,0.1518307322980865,0.8375461991458903,0.5165393024246003,1.0,0.38464958237363095,1.0,0.21261808956714306,0.9999927935698504,0.04879512048795122,0.48311885229387524
gRNA_CDK12_targ_1741,CDK12,targeting,-0.5366722359376727,-0.29625056403085404,-0.18015200225903621,-0.33769160074252097,-0.29625056403085404,183.96607739201173,3596.0,-0.10706533335190022,0.23332785889842736,-0.749357991753901,-0.2076984887357913,-0.10706533335190022,-0.3016554809746395,0.4014235854420663,0.5110168428222407,0.20359498242988916,0.4014235854420663,0.16577560204313488,-0.3576363603734754,-0.5287609905601143,-0.2402072496301516,-0.3576363603734754,0.7750040898897764,0.7750040898897764,0.7750040898897764,0.4435536587904386,0.9862717437513494,0.5496624082588684,0.9848159738523137,0.29399989856787434,1.0,0.44666772302759594,0.9999927935698504,0.29907009299070086,0.9739193888830296
gRNA_CDK12_targ_1742,CDK12,targeting,-0.964549818351811,0.4730271492922554,0.8307813661518797,0.11308623236410804,0.4730271492922554,115.01791824085852,2047.0,-0.025624819910934214,0.8998686078498105,-0.9700122832066428,-0.03192283175592218,-0.025624819910934214,-0.09225861911592775,-0.39197521416194164,1.79987032483329,0.43854549718514013,-0.09225861911592775,1.2861802316354618,-0.456407968894363,0.9073749585246083,0.5790490737552357,0.9073749585246083,0.757704923122503,0.757704923122503,0.757704923122503,0.39938300719463005,0.9999963024097311,0.3231729861296229,0.9147895738827632,0.1391001970678488,1.0,0.19475666243624917,0.9999927935698504,0.30806919308069197,0.9686043471558536
gRNA_CDK12_targ_1743,CDK12,targeting,1.7433559306155064,0.20896511131253712,-0.42306916055985383,0.5097506271227299,0.20896511131253712,138.9734120893173,2984.0,-0.4314879498766898,-0.6729700533672742,0.04114549066542233,-0.3544375041928472,-0.4314879498766898,0.016070040769488956,-1.545126343083721,-0.9700395621703056,-0.8330319548281793,-0.9700395621703056,0.5491016309183977,-0.6314709803885796,-0.48330610485105713,-0.18855848477374634,-0.48330610485105713,0.0025858613340089234,0.0025858613340089234,0.0025858613340089234,0.16732641653734356,0.9999963024097311,0.6095456974827775,1.0,0.38417345195987773,1.0,0.45787237496685373,0.9999927935698504,0.3531646835316468,0.8707440367074403
gRNA_CDK12_targ_1744,CDK12,targeting,0.8111293848313471,-0.20583507424823247,0.9802756646618219,0.5285233250816456,0.8111293848313471,131.57974167192833,2572.0,-0.8562950533257762,-0.03605322841700086,0.5442883992106533,-0.11601996084404124,-0.03605322841700086,-1.0028368001426553,0.8369879878439133,-0.8449182790442851,-0.33692236378100904,-0.8449182790442851,1.9182657537687342,-0.23985327790885685,0.17020499897525015,0.6162058249450425,0.17020499897525015,1.2460075787471336,1.2460075787471336,1.2460075787471336,0.2156121251346411,0.9999963024097311,0.4582575414954335,0.96151976811524,0.5031501744912819,1.0,0.1623418500814633,0.9999927935698504,0.1275872412758724,0.8259237905996634
gRNA_CDK12_targ_1745,CDK12,targeting,-0.8178028804511784,-1.5525765239037472,-1.2321027451547726,-1.2008273831698995,-1.2321027451547726,151.3157077785208,3129.0,-2.050190332890933,-2.8760532743430307,-1.6085938839438112,-2.178279163725925,-2.050190332890933,-2.274010501861794,-3.301669879626945,-0.5976397561208489,-2.057773379203196,-2.274010501861794,1.4672945993019821,-1.6958252343138407,1.1821036678373285,0.31785767760849,1.1821036678373285,0.601902119749312,0.601902119749312,0.601902119749312,0.03705926734724221,0.6374717789624561,0.031856125695568484,0.6436232815429876,0.039812468840037356,0.7285981139597814,0.15579760999475392,0.9999927935698504,0.3631636836316368,0.9686043471558536
gRNA_CDK12_targ_1746,CDK12,targeting,-1.2371173147089376,-0.6630194591759747,-1.5879740753980371,-1.1627036164276499,-1.2371173147089376,264.2849710253428,5166.0,-0.23517978329013903,-0.2506284571475356,-1.218411442747648,-0.5680732277284409,-0.2506284571475356,0.47927073874192516,-1.2965219048735965,-1.529057973548106,-0.7821030465599258,-1.2965219048735965,0.708422660567567,-0.8225014102434702,-0.3410670424553246,-0.1517152640437426,-0.3410670424553246,-0.11268259734341425,-0.11268259734341425,-0.11268259734341425,0.04274921041008002,0.6669972957572743,0.507211065867742,1.0,0.36693578063616494,1.0,0.4425344956316569,0.9999927935698504,0.30526947305269475,0.8707440367074403
gRNA_CDK12_targ_1747,CDK12,targeting,-0.38425149965622013,0.6211075147806561,0.6901870169178553,0.3090143440140971,0.6211075147806561,172.98550511166613,6784.0,-0.276925576558138,-0.8769082678889165,-2.002392750538299,-1.0520755316617845,-0.8769082678889165,-0.9475452227406783,-0.18768258062319704,-0.7880070892675818,-0.6410782975438191,-0.7880070892675818,1.798001226347063,1.4488093270215192,0.8046003245270137,1.3504702926318652,1.4488093270215192,0.5577945394810149,0.5577945394810149,0.5577945394810149,0.3458965856677787,0.9999963024097311,0.2345302798524518,1.0,0.519402292450025,1.0,0.024275229469436943,0.8191218281980601,0.37696230376962303,0.9686043471558536
gRNA_CDK12_targ_1748,CDK12,targeting,0.2261486811588524,0.7165536225267645,0.10289523311470727,0.3485325122667747,0.2261486811588524,260.49923973307114,5092.0,-2.589708906190033,-1.0499995261307231,1.3898254935416203,-0.7499609795930452,-1.0499995261307231,-0.4717650149996986,-0.7408579047292532,1.4078651172239187,0.06508073249832232,-0.4717650149996986,-1.494527870146379,0.6917631122265057,0.13451573167842373,-0.22274967541381652,0.13451573167842373,-0.31579600765441895,-0.31579600765441895,-0.31579600765441895,0.34912697273880244,0.9999963024097311,0.25293775575016847,0.9476028976438772,0.2848224333666309,1.0,0.37966906304589204,0.9999927935698504,0.20587941205879412,0.8404886987101734
gRNA_CDK12_targ_1749,CDK12,targeting,0.7856216328826628,1.118237070731325,0.140050448844271,0.6813030508194196,0.7856216328826628,125.6453520786376,2456.0,1.6479117710688485,0.06434904939865842,-1.549514987528042,0.05424861097982162,0.06434904939865842,0.21267460898563528,1.4248339458574655,0.20553143332307244,0.6143466627220577,0.21267460898563528,1.2997053417452873,-0.11939041090906571,0.5761763556243407,0.585497095486854,0.5761763556243407,1.1699354059033689,1.1699354059033689,1.1699354059033689,0.1562953579087608,0.9999963024097311,0.2175636426604411,0.8634224733754553,0.12655642652314977,1.0,0.22408546629630188,0.9999927935698504,0.15058494150584945,0.8562600360968471
