Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,11.82795699,88.17204301,1834,1831,1116,132,984,0,161,1,823,161,0,822,0,0,1,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1834,1831,683,0,683,0,0,1,682,0,1,682,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,82.5,17.5,1834,1831,160,132,28,0,20,1,8,20,0,7,0,0,1,0,gRNA_CDK7_targ_2_2
HDR,52.18604651,47.81395349,1834,1831,1075,561,514,0,0,1,513,0,1,513,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,24.35424354,75.64575646,1834,1831,542,132,410,0,161,1,249,161,0,248,0,0,1,0,gRNA_CDK7_targ_2_3
HDR,70.23121387,29.76878613,1834,1831,692,486,206,0,0,1,205,0,1,205,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,,,1775,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,44.20935412,55.79064588,1775,1736,898,397,501,0,6,0,501,0,0,495,0,6,0,0,gRNA_CDK7_targ_3_4
Reference,13.32481907,86.67518093,4689,4689,2349,313,2036,0,0,0,2036,0,0,2036,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,57.24476148,42.75523852,4689,4689,2243,1284,959,0,0,0,959,0,0,959,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,2577,2577,177,0,177,0,0,0,177,0,0,177,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,21.82763101,78.17236899,2577,2577,2309,504,1805,0,0,1,1805,0,0,1804,0,0,1,0,gRNA_CDK7_targ_5_6
Reference,66.66666667,33.33333333,3438,3438,6,4,2,0,1,0,1,1,0,1,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.03249919,99.96750081,3438,3438,3077,1,3076,0,1,0,3075,1,0,3075,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,1.12359551,98.87640449,3438,3438,356,4,352,0,2,0,351,1,0,350,0,1,0,0,gRNA_CDK7_targ_7_8
HDR,0.03249919,99.96750081,3438,3438,3077,1,3076,0,0,0,3076,0,0,3076,0,0,0,0,gRNA_CDK7_targ_7_8
Reference,1.1299435,98.8700565,3438,3438,354,4,350,0,1,0,349,1,0,349,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,77.8680533,22.1319467,3438,3438,3077,2396,681,0,0,0,681,0,0,681,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,97.03440095,2.96559905,2548,2548,843,818,25,0,0,0,25,0,0,25,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,56.86145765,43.13854235,2548,2548,1523,866,657,0,0,0,657,0,0,657,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,95.86592179,4.13407821,3010,2691,895,858,37,0,2,1,36,0,0,35,1,1,0,0,gRNA_CDK7_targ_9_11
HDR,97.93411502,2.06588498,3010,2691,1791,1754,37,0,0,1,36,0,1,36,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,59.41422594,40.58577406,1071,1071,239,142,97,0,0,90,12,0,85,7,0,0,5,0,gRNA_CDK7_targ_10_12
HDR,97.58745476,2.41254524,1071,1071,829,809,20,0,0,1,19,0,1,19,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,81.80272109,18.19727891,4841,4841,588,481,107,0,0,1,106,0,1,106,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,71.1627907,28.8372093,4841,4841,3440,2448,992,0,0,2,991,0,1,990,0,0,1,0,gRNA_CDK7_targ_13_13
Reference,28.57142857,71.42857143,541,541,28,8,20,0,0,0,20,0,0,20,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,27.87878788,72.12121212,541,541,495,138,357,0,0,0,357,0,0,357,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,94.95798319,5.04201681,1864,1863,119,113,6,0,0,1,5,0,1,5,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,9.86632718,90.13367282,1864,1863,1571,155,1416,0,30,1,1416,0,0,1385,0,30,1,0,gRNA_CDK7_targ_15_15
Reference,6.62020906,93.37979094,2278,2278,1722,114,1608,0,17,1,1607,0,1,1590,0,17,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,2278,2278,455,0,455,0,0,2,455,0,0,453,0,0,2,0,gRNA_CDK7_targ_16_16
Reference,24.44821732,75.55178268,1182,1182,1178,288,890,0,0,2,889,0,1,888,0,0,1,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,1182,1182,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.98870056,99.01129944,3751,3751,708,7,701,0,116,1,667,34,0,584,0,82,1,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,3751,3751,1228,0,1228,0,1,5,1228,0,0,1222,0,1,5,0,gRNA_CDK7_targ_18_18
Reference,14.89361702,85.10638298,3751,3751,47,7,40,0,39,0,6,34,0,1,0,5,0,0,gRNA_CDK7_targ_18_19
HDR,9.0877678,90.9122322,3751,3751,2894,263,2631,0,76,282,2562,69,0,2273,0,7,282,0,gRNA_CDK7_targ_18_19
Reference,0.64995357,99.35004643,3751,3751,1077,7,1070,0,0,0,1070,0,0,1070,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,3751,3751,2619,0,2619,0,73,282,2553,66,0,2264,0,7,282,0,gRNA_CDK7_targ_18_20
Reference,12.5,87.5,3751,3751,56,7,49,0,42,0,15,34,0,7,0,8,0,0,gRNA_CDK7_targ_18_21
HDR,0.0,100.0,3751,3751,2242,0,2242,0,2,281,2240,1,1,1959,0,1,280,0,gRNA_CDK7_targ_18_21
