Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,10.11904762,89.88095238,5774,5741,2352,238,2114,0,293,1,1821,293,0,1820,0,0,1,0,gRNA_CDK7_targ_2_1
HDR,0.03707824,99.96292176,5774,5741,2697,1,2696,0,0,106,2593,0,103,2590,0,0,3,0,gRNA_CDK7_targ_2_1
Reference,92.24806202,7.75193798,5774,5740,258,238,20,0,15,2,4,15,1,3,0,0,1,0,gRNA_CDK7_targ_2_2
HDR,37.70105924,62.29894076,5774,5740,2549,961,1588,0,0,105,1486,0,102,1483,0,0,3,0,gRNA_CDK7_targ_2_2
Reference,17.23388849,82.76611151,5774,5741,1381,238,1143,0,293,2,849,293,1,848,0,0,1,0,gRNA_CDK7_targ_2_3
HDR,41.86046512,58.13953488,5774,5741,2924,1224,1700,0,0,106,1597,0,103,1594,0,0,3,0,gRNA_CDK7_targ_2_3
Reference,92.85714286,7.14285714,2286,2286,14,13,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,59.27184466,40.72815534,2286,2286,2060,1221,839,0,0,3,836,0,3,836,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,7.92699537,92.07300463,9649,9649,3671,291,3380,0,9,0,3376,4,0,3371,0,5,0,0,gRNA_CDK7_targ_4_5
HDR,62.2873688,37.7126312,9649,9649,5526,3442,2084,0,0,2,2082,0,2,2082,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,2.4504084,97.5495916,2599,2599,857,21,836,0,108,0,760,76,0,728,0,32,0,0,gRNA_CDK7_targ_5_6
HDR,11.0841914,88.9158086,2599,2599,1651,183,1468,0,0,1,1468,0,0,1467,0,0,1,0,gRNA_CDK7_targ_5_6
