Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.10309278,99.89690722,1608,1608,970,1,969,0,12,0,957,12,0,957,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1608,1608,636,0,636,0,0,193,447,0,189,443,0,0,4,0,gRNA_CDK7_targ_2_1
Reference,7.69230769,92.30769231,1608,1608,13,1,12,0,12,0,0,12,0,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,58.11417575,41.88582425,1608,1608,1559,906,653,0,0,193,464,0,189,460,0,0,4,0,gRNA_CDK7_targ_2_2
Reference,2.08333333,97.91666667,1608,1608,48,1,47,0,12,0,35,12,0,35,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,68.60282575,31.39717425,1608,1608,637,437,200,0,0,193,11,0,189,7,0,0,4,0,gRNA_CDK7_targ_2_3
Reference,3.22580645,96.77419355,450,450,62,2,60,0,0,0,60,0,0,60,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,79.43262411,20.56737589,450,450,282,224,58,0,2,0,56,2,0,56,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,11.11111111,88.88888889,1621,1621,981,109,872,0,1,2,871,1,0,869,0,0,2,0,gRNA_CDK7_targ_4_5
HDR,94.1362916,5.8637084,1621,1621,631,594,37,0,0,0,37,0,0,37,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,16.34615385,83.65384615,1042,1042,104,17,87,0,0,0,87,0,0,87,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,1.18343195,98.81656805,1042,1042,845,10,835,0,0,0,835,0,0,835,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,16.07142857,83.92857143,772,770,56,9,47,0,40,7,7,33,7,0,0,7,0,0,gRNA_CDK7_targ_7_7
HDR,41.73228346,58.26771654,772,770,635,265,370,0,3,1,370,0,0,366,0,3,1,0,gRNA_CDK7_targ_7_7
Reference,3.11418685,96.88581315,772,770,289,9,280,0,3,7,271,2,7,270,0,1,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,772,770,367,0,367,0,3,1,367,0,0,363,0,3,1,0,gRNA_CDK7_targ_7_8
Reference,42.85714286,57.14285714,772,770,21,9,12,0,3,7,3,2,7,2,0,1,0,0,gRNA_CDK7_targ_7_9
HDR,90.48913043,9.51086957,772,770,368,333,35,0,3,1,32,2,1,31,0,1,0,0,gRNA_CDK7_targ_7_9
Reference,2.80748663,97.19251337,1146,1146,748,21,727,0,0,0,727,0,0,727,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,76.12732095,23.87267905,1146,1146,377,287,90,0,0,0,90,0,0,90,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,85.18518519,14.81481481,730,433,189,161,28,0,6,0,24,4,0,22,0,2,0,0,gRNA_CDK7_targ_9_11
HDR,96.18644068,3.81355932,730,433,236,227,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_CDK7_targ_9_11
