Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,3.2967033,96.7032967,3083,3083,182,6,176,0,0,0,176,0,0,176,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.03568879,99.96431121,3083,3083,2802,1,2801,0,0,11,2790,0,11,2790,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,85.71428571,14.28571429,3083,3083,7,6,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,0.10729614,99.89270386,3083,3083,2796,3,2793,0,0,11,2782,0,11,2782,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,3.35195531,96.64804469,3083,3083,179,6,173,0,0,0,173,0,0,173,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,97.71673207,2.28326793,3083,3083,2803,2739,64,0,0,11,53,0,11,53,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,2373,2372,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,15.58558559,84.41441441,2373,2372,2220,346,1874,0,4,8,1863,4,7,1862,0,0,1,0,gRNA_CDK7_targ_3_4
Reference,8.18363273,91.81636727,5779,5779,1002,82,920,0,0,0,920,0,0,920,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,43.36060415,56.63939585,5779,5779,4767,2067,2700,0,0,1,2699,0,1,2699,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.09930487,99.90069513,4074,4074,1007,1,1006,0,0,0,1006,0,0,1006,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,0.50669562,99.49330438,4074,4074,2763,14,2749,0,0,0,2749,0,0,2749,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,0.88495575,99.11504425,4107,4103,113,1,112,0,108,0,5,107,0,4,0,1,0,0,gRNA_CDK7_targ_7_7
HDR,0.10050251,99.89949749,4107,4103,3980,4,3976,0,877,29,3945,4,27,3070,0,873,2,0,gRNA_CDK7_targ_7_7
Reference,0.82644628,99.17355372,4107,4103,121,1,120,0,112,0,13,107,0,8,0,5,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,4107,4103,3496,0,3496,0,870,2,3496,0,0,2624,0,870,2,0,gRNA_CDK7_targ_7_8
Reference,0.88495575,99.11504425,4107,4103,113,1,112,0,108,0,5,107,0,4,0,1,0,0,gRNA_CDK7_targ_7_9
HDR,51.05143147,48.94856853,4107,4103,3947,2015,1932,0,873,2,1074,857,1,1057,0,16,1,0,gRNA_CDK7_targ_7_9
Reference,80.0,20.0,3585,3585,5,4,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,82.77760783,17.22239217,3585,3585,3269,2706,563,0,110,0,454,109,0,453,0,1,0,0,gRNA_CDK7_targ_8_10
Reference,2.21674877,97.78325123,2614,2614,406,9,397,0,397,0,6,391,0,0,0,6,0,0,gRNA_CDK7_targ_9_11
HDR,79.18367347,20.81632653,2614,2614,2205,1746,459,0,0,0,459,0,0,459,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,3.7593985,96.2406015,1273,1273,399,15,384,0,384,0,383,1,0,0,0,383,0,0,gRNA_CDK7_targ_10_12
HDR,96.66666667,3.33333333,1273,1273,870,841,29,0,1,2,29,0,0,27,0,0,1,1,gRNA_CDK7_targ_10_12
