Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,29.65931864,70.34068136,1306,1285,499,148,351,0,4,1,346,4,1,346,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1306,1285,761,0,761,0,0,92,672,0,89,669,0,0,3,0,gRNA_CDK7_targ_2_1
Reference,98.66666667,1.33333333,1306,1285,150,148,2,0,0,1,1,0,1,1,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,9.22330097,90.77669903,1306,1285,824,76,748,0,0,92,659,0,89,656,0,0,3,0,gRNA_CDK7_targ_2_2
Reference,35.57692308,64.42307692,1306,1285,416,148,268,0,0,1,267,0,1,267,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,77.56410256,22.43589744,1306,1285,780,605,175,0,0,92,86,0,89,83,0,0,3,0,gRNA_CDK7_targ_2_3
Reference,18.42105263,81.57894737,1143,1055,76,14,62,0,0,0,62,0,0,62,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,24.57337884,75.42662116,1143,1055,586,144,442,0,18,0,441,1,0,424,0,17,0,0,gRNA_CDK7_targ_3_4
Reference,16.54064272,83.45935728,2788,2785,1058,175,883,0,88,14,783,87,13,781,0,1,1,0,gRNA_CDK7_targ_4_5
HDR,29.01162791,70.98837209,2788,2785,1720,499,1221,0,0,0,1221,0,0,1221,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.72463768,99.27536232,1480,1476,552,4,548,0,2,447,547,1,0,99,0,1,447,0,gRNA_CDK7_targ_5_6
HDR,18.28644501,81.71355499,1480,1476,782,143,639,0,0,28,611,0,28,611,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,86.9047619,13.0952381,2914,2874,84,73,11,0,0,6,11,0,0,5,0,0,6,0,gRNA_CDK7_targ_7_7
HDR,6.71037408,93.28962592,2914,2874,2593,174,2419,0,60,10,2363,55,1,2349,0,5,9,0,gRNA_CDK7_targ_7_7
Reference,16.5158371,83.4841629,2914,2821,442,73,369,0,19,8,369,0,0,342,0,19,8,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2914,2821,2279,0,2279,0,4,8,2279,0,0,2267,0,4,8,0,gRNA_CDK7_targ_7_8
Reference,38.82978723,61.17021277,2914,2875,188,73,115,0,17,7,115,0,0,91,0,17,7,0,gRNA_CDK7_targ_7_9
HDR,48.02686818,51.97313182,2914,2875,2382,1144,1238,0,59,8,1174,59,5,1171,0,0,3,0,gRNA_CDK7_targ_7_9
Reference,65.7079646,34.2920354,2374,2374,452,297,155,0,0,15,140,0,15,140,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,64.19975933,35.80024067,2374,2374,1662,1067,595,0,2,0,595,0,0,593,0,2,0,0,gRNA_CDK7_targ_8_10
Reference,39.93174061,60.06825939,2279,2264,293,117,176,0,137,5,51,120,5,34,0,17,0,0,gRNA_CDK7_targ_9_11
HDR,85.05154639,14.94845361,2279,2264,1746,1485,261,0,84,0,181,80,0,177,0,4,0,0,gRNA_CDK7_targ_9_11
Reference,12.24489796,87.75510204,942,942,98,12,86,0,1,81,7,1,78,4,0,0,3,0,gRNA_CDK7_targ_10_12
HDR,97.75280899,2.24719101,942,942,623,609,14,0,0,1,13,0,1,13,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,59.2445328,40.7554672,2315,2314,503,298,205,0,1,1,203,1,1,203,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,35.74782025,64.25217975,2315,2314,1491,533,958,0,0,7,952,0,6,951,0,0,1,0,gRNA_CDK7_targ_13_13
Reference,26.79738562,73.20261438,825,825,153,41,112,0,0,0,112,0,0,112,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,48.26989619,51.73010381,825,825,578,279,299,0,0,4,296,0,3,295,0,0,1,0,gRNA_CDK7_targ_14_14
Reference,89.93288591,10.06711409,2083,2082,149,134,15,0,5,0,10,5,0,10,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,6.2962963,93.7037037,2083,2082,1620,102,1518,0,38,1,1517,0,1,1479,0,38,0,0,gRNA_CDK7_targ_15_15
Reference,10.89918256,89.10081744,1132,1132,367,40,327,0,128,1,274,52,1,198,0,76,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1132,1132,737,0,737,0,0,0,737,0,0,737,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,47.16553288,52.83446712,943,943,882,416,466,0,0,3,463,0,3,463,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,943,943,58,0,58,0,0,0,58,0,0,58,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,4.18470418,95.81529582,2030,2019,693,29,664,0,7,112,658,5,1,545,0,2,111,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2030,2019,1173,0,1173,0,0,4,1172,0,1,1169,0,0,3,0,gRNA_CDK7_targ_18_18
Reference,69.04761905,30.95238095,2030,2019,42,29,13,0,6,1,7,5,1,6,0,1,0,0,gRNA_CDK7_targ_18_19
HDR,0.95408468,99.04591532,2030,2019,1677,16,1661,0,1,115,1557,0,104,1545,0,1,11,0,gRNA_CDK7_targ_18_19
Reference,16.47727273,83.52272727,2030,2030,176,29,147,0,0,1,146,0,1,146,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2030,2030,1796,0,1796,0,12,115,1681,11,104,1669,0,1,11,0,gRNA_CDK7_targ_18_20
Reference,10.94339623,89.05660377,2030,2019,265,29,236,0,6,1,230,5,1,229,0,1,0,0,gRNA_CDK7_targ_18_21
HDR,0.0,100.0,2030,2019,1319,0,1319,0,0,5,1316,0,3,1314,0,0,2,0,gRNA_CDK7_targ_18_21
Reference,18.83116883,81.16883117,2030,2019,154,29,125,0,6,1,119,5,1,118,0,1,0,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,2030,2019,1240,0,1240,0,0,5,1237,0,3,1235,0,0,2,0,gRNA_CDK7_targ_18_22
Reference,18.58974359,81.41025641,2030,2019,156,29,127,0,0,1,126,0,1,126,0,0,0,0,gRNA_CDK7_targ_18_23
HDR,16.03721949,83.96278051,2030,2019,1827,293,1534,0,1,116,1425,1,108,1417,0,0,8,0,gRNA_CDK7_targ_18_23
Reference,19.33333333,80.66666667,2030,2019,150,29,121,0,6,1,115,5,1,114,0,1,0,0,gRNA_CDK7_targ_18_24
HDR,67.78269109,32.21730891,2030,2019,1583,1073,510,0,1,6,506,0,4,503,0,1,2,0,gRNA_CDK7_targ_18_24
Reference,80.76923077,19.23076923,2502,2502,338,273,65,0,4,47,60,4,1,14,0,0,46,0,gRNA_CDK7_targ_19_25
HDR,0.05263158,99.94736842,2502,2502,1900,1,1899,0,6,4,1897,0,2,1889,0,6,2,0,gRNA_CDK7_targ_19_25
Reference,68.42105263,31.57894737,2502,2502,399,273,126,0,0,47,125,0,1,79,0,0,46,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,2502,2502,2068,0,2068,0,6,6,2066,0,2,2056,0,6,4,0,gRNA_CDK7_targ_19_26
Reference,68.42105263,31.57894737,2502,2502,399,273,126,0,0,47,125,0,1,79,0,0,46,0,gRNA_CDK7_targ_19_27
HDR,87.11389961,12.88610039,2502,2502,2072,1805,267,0,6,6,257,6,4,255,0,0,2,0,gRNA_CDK7_targ_19_27
Reference,9.03954802,90.96045198,1123,1065,354,32,322,0,44,44,322,0,0,278,0,0,0,44,gRNA_CDK7_targ_20_28
HDR,6.49717514,93.50282486,1123,1065,708,46,662,0,0,41,662,0,0,621,0,0,41,0,gRNA_CDK7_targ_20_28
Reference,25.6,74.4,1123,1065,125,32,93,0,44,44,93,0,0,49,0,0,0,44,gRNA_CDK7_targ_20_29
HDR,18.64181092,81.35818908,1123,1065,751,140,611,0,0,41,611,0,0,570,0,0,41,0,gRNA_CDK7_targ_20_29
Reference,15.23809524,84.76190476,1123,1065,210,32,178,0,44,44,178,0,0,134,0,0,0,44,gRNA_CDK7_targ_20_30
HDR,69.48640483,30.51359517,1123,1065,662,460,202,0,0,41,162,0,40,161,0,0,1,0,gRNA_CDK7_targ_20_30
Reference,55.2742616,44.7257384,1216,1193,237,131,106,0,56,44,40,53,13,6,0,3,31,0,gRNA_CDK7_targ_23_31
HDR,88.52258852,11.47741148,1216,1193,819,725,94,0,8,28,72,8,14,58,0,0,14,0,gRNA_CDK7_targ_23_31
Reference,57.24637681,42.75362319,1247,1247,138,79,59,0,0,0,59,0,0,59,0,0,0,0,gRNA_CDK7_targ_24_32
HDR,62.25490196,37.74509804,1247,1247,1020,635,385,0,0,0,385,0,0,385,0,0,0,0,gRNA_CDK7_targ_24_32
Reference,66.61971831,33.38028169,1331,1330,710,473,237,0,0,0,237,0,0,237,0,0,0,0,gRNA_CDK7_targ_28_33
HDR,90.1754386,9.8245614,1331,1330,570,514,56,0,0,0,56,0,0,56,0,0,0,0,gRNA_CDK7_targ_28_33
Reference,4.50777202,95.49222798,2251,2251,1930,87,1843,0,104,25,1719,102,22,1714,0,2,3,0,gRNA_CDK7_targ_29_34
HDR,0.0,100.0,2251,2251,313,0,313,0,0,0,313,0,0,313,0,0,0,0,gRNA_CDK7_targ_29_34
Reference,22.65625,77.34375,2251,2251,384,87,297,0,105,22,173,102,22,170,0,3,0,0,gRNA_CDK7_targ_29_35
HDR,4.13533835,95.86466165,2251,2251,1862,77,1785,0,0,3,1785,0,0,1782,0,0,3,0,gRNA_CDK7_targ_29_35
Reference,5.21270222,94.78729778,2251,2251,1669,87,1582,0,105,3,1478,102,2,1474,0,3,1,0,gRNA_CDK7_targ_29_36
HDR,0.90415913,99.09584087,2251,2251,553,5,548,0,0,2,548,0,0,546,0,0,2,0,gRNA_CDK7_targ_29_36
Reference,37.17948718,62.82051282,2251,2251,234,87,147,0,59,2,87,58,2,86,0,1,0,0,gRNA_CDK7_targ_29_37
HDR,4.19354839,95.80645161,2251,2251,1860,78,1782,0,0,6,1779,0,3,1776,0,0,3,0,gRNA_CDK7_targ_29_37
Reference,22.5974026,77.4025974,2251,2251,385,87,298,0,104,22,174,102,22,172,0,2,0,0,gRNA_CDK7_targ_29_38
HDR,0.0,100.0,2251,2251,317,0,317,0,0,0,317,0,0,317,0,0,0,0,gRNA_CDK7_targ_29_38
Reference,6.29522431,93.70477569,2251,2251,1382,87,1295,0,105,23,1171,102,22,1167,0,3,1,0,gRNA_CDK7_targ_29_39
HDR,0.0,100.0,2251,2251,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_29_39
Reference,22.36503856,77.63496144,2251,2251,389,87,302,0,104,22,178,102,22,176,0,2,0,0,gRNA_CDK7_targ_29_40
HDR,0.0,100.0,2251,2251,320,0,320,0,0,3,317,0,3,317,0,0,0,0,gRNA_CDK7_targ_29_40
Reference,22.95514512,77.04485488,2251,2251,379,87,292,0,105,22,168,102,22,165,0,3,0,0,gRNA_CDK7_targ_29_41
HDR,0.0,100.0,2251,2251,552,0,552,0,0,2,552,0,0,550,0,0,2,0,gRNA_CDK7_targ_29_41
Reference,33.72093023,66.27906977,2251,2251,258,87,171,0,59,22,91,58,22,90,0,1,0,0,gRNA_CDK7_targ_29_42
HDR,49.21700224,50.78299776,2251,2251,1788,880,908,0,0,6,904,0,4,902,0,0,2,0,gRNA_CDK7_targ_29_42
Reference,22.5388601,77.4611399,2251,2251,386,87,299,0,105,22,175,102,22,172,0,3,0,0,gRNA_CDK7_targ_29_43
HDR,0.17985612,99.82014388,2251,2251,556,1,555,0,0,5,552,0,3,550,0,0,2,0,gRNA_CDK7_targ_29_43
Reference,6.29522431,93.70477569,2251,2251,1382,87,1295,0,105,23,1171,102,22,1167,0,3,1,0,gRNA_CDK7_targ_29_44
HDR,0.0,100.0,2251,2251,860,0,860,0,0,2,860,0,0,858,0,0,2,0,gRNA_CDK7_targ_29_44
Reference,20.86330935,79.13669065,2251,2251,417,87,330,0,59,22,250,58,22,249,0,1,0,0,gRNA_CDK7_targ_29_45
HDR,17.13483146,82.86516854,2251,2251,1780,305,1475,0,1,6,1471,1,3,1468,0,0,3,0,gRNA_CDK7_targ_29_45
Reference,6.29978277,93.70021723,2251,2251,1381,87,1294,0,105,23,1170,102,22,1166,0,3,1,0,gRNA_CDK7_targ_29_46
HDR,0.0,100.0,2251,2251,863,0,863,0,0,5,860,0,3,858,0,0,2,0,gRNA_CDK7_targ_29_46
Reference,18.87201735,81.12798265,2251,2251,461,87,374,0,105,22,250,102,22,247,0,3,0,0,gRNA_CDK7_targ_29_47
HDR,29.49438202,70.50561798,2251,2251,1780,525,1255,0,0,6,1250,0,5,1249,0,0,1,0,gRNA_CDK7_targ_29_47
Reference,18.55010661,81.44989339,2251,2251,469,87,382,0,104,22,258,102,22,256,0,2,0,0,gRNA_CDK7_targ_29_48
HDR,0.0,100.0,2251,2251,868,0,868,0,0,5,865,0,3,863,0,0,2,0,gRNA_CDK7_targ_29_48
Reference,1.72839506,98.27160494,896,895,405,7,398,0,0,0,398,0,0,398,0,0,0,0,gRNA_CDK7_targ_30_49
HDR,0.0,100.0,896,895,486,0,486,0,0,0,486,0,0,486,0,0,0,0,gRNA_CDK7_targ_30_49
Reference,58.33333333,41.66666667,896,895,12,7,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_30_50
HDR,35.12544803,64.87455197,896,895,837,294,543,0,0,0,543,0,0,543,0,0,0,0,gRNA_CDK7_targ_30_50
Reference,12.5,87.5,896,895,56,7,49,0,0,0,49,0,0,49,0,0,0,0,gRNA_CDK7_targ_30_51
HDR,75.25562372,24.74437628,896,895,489,368,121,0,0,0,121,0,0,121,0,0,0,0,gRNA_CDK7_targ_30_51
Reference,70.14084507,29.85915493,1731,1725,355,249,106,0,0,28,78,0,28,78,0,0,0,0,gRNA_CDK7_targ_31_52
HDR,48.82209586,51.17790414,1731,1725,1231,601,630,0,2,0,630,0,0,628,0,2,0,0,gRNA_CDK7_targ_31_52
