Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.21505376,99.78494624,2329,2329,465,1,464,0,2,4,463,1,0,458,0,1,4,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,2329,2329,1859,0,1859,0,0,0,1859,0,0,1859,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,25.0,75.0,2329,2329,4,1,3,0,0,3,0,0,3,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,0.95846645,99.04153355,2329,2329,1878,18,1860,0,0,0,1860,0,0,1860,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,0.22271715,99.77728285,2329,2329,449,1,448,0,2,7,444,1,3,439,0,1,4,0,gRNA_CDK7_targ_2_3
HDR,98.27864443,1.72135557,2329,2329,1859,1827,32,0,0,0,32,0,0,32,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,94.73684211,5.26315789,5468,5468,38,36,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,29.32263815,70.67736185,5468,5468,4488,1316,3172,0,0,1,3172,0,0,3171,0,0,1,0,gRNA_CDK7_targ_3_4
Reference,23.33189841,76.66810159,6019,6019,2323,542,1781,0,0,1,1781,0,0,1780,0,0,1,0,gRNA_CDK7_targ_4_5
HDR,42.97546012,57.02453988,6019,6019,3260,1401,1859,0,0,1,1859,0,0,1858,0,0,1,0,gRNA_CDK7_targ_4_5
Reference,38.31775701,61.68224299,1987,1987,107,41,66,0,0,56,13,0,53,10,0,0,3,0,gRNA_CDK7_targ_5_6
HDR,32.68156425,67.31843575,1987,1987,1432,468,964,0,0,1,963,0,1,963,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,0.0,100.0,2380,2360,1,0,1,0,0,1,0,0,1,0,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.0567215,99.9432785,2380,2360,1763,1,1762,0,51,152,1611,0,151,1559,0,51,1,0,gRNA_CDK7_targ_7_7
Reference,0.0,100.0,2380,2360,428,0,428,0,0,152,427,0,1,276,0,0,151,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2380,2360,1612,0,1612,0,51,1,1612,0,0,1560,0,51,1,0,gRNA_CDK7_targ_7_8
Reference,0.0,100.0,2380,2360,275,0,275,0,0,1,274,0,1,274,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,37.6317421,62.3682579,2380,2360,1613,607,1006,0,51,1,961,45,0,954,0,6,1,0,gRNA_CDK7_targ_7_9
Reference,40.49904031,59.50095969,6706,6706,521,211,310,0,0,0,310,0,0,310,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,75.12931926,24.87068074,6706,6706,4833,3631,1202,0,0,6,1197,0,5,1196,0,0,1,0,gRNA_CDK7_targ_8_10
Reference,18.16707218,81.83292782,3023,3017,1233,224,1009,0,337,661,128,233,648,11,0,104,13,0,gRNA_CDK7_targ_9_11
HDR,96.73974143,3.26025857,3023,3017,1779,1721,58,0,0,0,58,0,0,58,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,97.99107143,2.00892857,2370,2370,448,439,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,98.41875682,1.58124318,2370,2370,1834,1805,29,0,0,1,28,0,1,28,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,61.9047619,38.0952381,4619,4618,21,13,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,36.2281456,63.7718544,4619,4618,3489,1264,2225,0,0,13,2224,0,1,2212,0,0,12,0,gRNA_CDK7_targ_13_13
Reference,0.0,100.0,590,590,1,0,1,0,1,0,1,0,0,0,0,1,0,0,gRNA_CDK7_targ_14_14
HDR,96.35701275,3.64298725,590,590,549,529,20,0,1,0,20,0,0,19,0,1,0,0,gRNA_CDK7_targ_14_14
Reference,91.25475285,8.74524715,2476,2476,263,240,23,0,0,1,22,0,1,22,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,19.34378061,80.65621939,2476,2476,2042,395,1647,0,838,2,1367,280,0,807,0,558,2,0,gRNA_CDK7_targ_15_15
Reference,0.87412587,99.12587413,780,780,572,5,567,0,1,2,565,0,2,564,0,1,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,780,780,206,0,206,0,0,0,206,0,0,206,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,36.31910427,63.68089573,2867,2867,2858,1038,1820,0,0,7,1815,0,5,1813,0,0,2,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,2867,2867,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.50761421,99.49238579,7002,7002,4728,24,4704,0,574,4,4702,2,0,4126,0,572,4,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,7002,7002,1915,0,1915,0,6,4,1915,0,0,1905,0,6,4,0,gRNA_CDK7_targ_18_18
Reference,75.0,25.0,7002,7002,32,24,8,0,4,0,6,2,0,4,0,2,0,0,gRNA_CDK7_targ_18_19
HDR,0.0,100.0,7002,7002,6396,0,6396,0,14,9,6395,0,1,6373,0,14,8,0,gRNA_CDK7_targ_18_19
Reference,85.71428571,14.28571429,7002,7002,28,24,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_CDK7_targ_18_20
