Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.21691974,99.78308026,2202,2202,461,1,460,0,2,2,458,1,1,456,0,1,1,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,2202,2202,1736,0,1736,0,0,2,1735,0,1,1734,0,0,1,0,gRNA_CDK7_targ_2_1
Reference,14.28571429,85.71428571,2202,2202,7,1,6,0,0,5,1,0,5,1,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,1.14025086,98.85974914,2202,2202,1754,20,1734,0,0,2,1733,0,1,1732,0,0,1,0,gRNA_CDK7_targ_2_2
Reference,0.22522523,99.77477477,2202,2202,444,1,443,0,2,6,437,1,5,435,0,1,1,0,gRNA_CDK7_targ_2_3
HDR,98.04260219,1.95739781,2202,2202,1737,1703,34,0,0,2,32,0,2,32,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,96.55172414,3.44827586,5038,5038,29,28,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,30.0558388,69.9441612,5038,5038,4119,1238,2881,0,0,2,2881,0,0,2879,0,0,2,0,gRNA_CDK7_targ_3_4
Reference,25.07592191,74.92407809,5931,5931,2305,578,1727,0,2,0,1725,2,0,1725,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,40.41953663,59.58046337,5931,5931,3194,1291,1903,0,0,2,1903,0,0,1901,0,0,2,0,gRNA_CDK7_targ_4_5
Reference,45.94594595,54.05405405,1860,1860,111,51,60,0,0,51,11,0,49,9,0,0,2,0,gRNA_CDK7_targ_5_6
HDR,31.67420814,68.32579186,1860,1860,1326,420,906,0,0,0,906,0,0,906,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,0.0,100.0,2342,2329,2,0,2,0,1,0,1,1,0,1,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.11350738,99.88649262,2342,2329,1762,2,1760,0,39,159,1603,1,156,1562,0,38,3,0,gRNA_CDK7_targ_7_7
Reference,0.0,100.0,2342,2328,435,0,435,0,2,159,434,1,0,274,0,1,159,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2342,2328,1598,0,1598,0,38,0,1598,0,0,1560,0,38,0,0,gRNA_CDK7_targ_7_8
Reference,0.0,100.0,2342,2329,274,0,274,0,2,0,273,1,0,272,0,1,0,0,gRNA_CDK7_targ_7_9
HDR,37.10181137,62.89818863,2342,2329,1601,594,1007,0,39,0,972,35,0,968,0,4,0,0,gRNA_CDK7_targ_7_9
Reference,37.96680498,62.03319502,6353,6353,482,183,299,0,0,0,299,0,0,299,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,75.28786537,24.71213463,6353,6353,4516,3400,1116,0,0,2,1114,0,2,1114,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,18.44090528,81.55909472,2895,2886,1193,220,973,0,317,646,122,222,629,10,0,95,17,0,gRNA_CDK7_targ_9_11
HDR,97.69230769,2.30769231,2895,2886,1690,1651,39,0,1,0,38,1,0,38,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,97.41602067,2.58397933,2258,2258,387,377,10,0,1,0,9,1,0,9,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,96.72601953,3.27398047,2258,2258,1741,1684,57,0,0,2,55,0,2,55,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,80.0,20.0,4334,4334,20,16,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,35.72744015,64.27255985,4334,4334,3258,1164,2094,0,0,21,2094,0,0,2073,0,0,21,0,gRNA_CDK7_targ_13_13
Reference,0.0,100.0,603,603,1,0,1,0,1,0,1,0,0,0,0,1,0,0,gRNA_CDK7_targ_14_14
HDR,95.42253521,4.57746479,603,603,568,542,26,0,0,1,25,0,1,25,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,94.61538462,5.38461538,2435,2430,260,246,14,0,0,0,14,0,0,14,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,19.21906694,80.78093306,2435,2430,1972,379,1593,0,743,1,1357,236,0,849,0,507,1,0,gRNA_CDK7_targ_15_15
Reference,0.17482517,99.82517483,792,792,572,1,571,0,1,1,570,0,1,569,0,1,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,792,792,217,0,217,0,0,0,217,0,0,217,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,39.24865832,60.75134168,2809,2809,2795,1097,1698,0,0,3,1695,0,3,1695,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,50.0,50.0,2809,2809,2,1,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.71859064,99.28140936,6395,6395,4314,31,4283,0,566,9,4283,0,0,3708,0,566,9,0,gRNA_CDK7_targ_18_18
